,precision,recall,f1-score,support
Red cockaded Woodpecker,0.2857142857142857,0.20689655172413793,0.24,29.0
Red headed Woodpecker,0.19047619047619047,0.13333333333333333,0.1568627450980392,30.0
Downy Woodpecker,0.4,0.4,0.4,30.0
Bewick Wren,0.06666666666666667,0.03333333333333333,0.044444444444444446,30.0
Cactus Wren,0.14814814814814814,0.13333333333333333,0.14035087719298245,30.0
Carolina Wren,0.09090909090909091,0.06666666666666667,0.07692307692307693,30.0
House Wren,0.10344827586206896,0.1,0.1016949152542373,30.0
Marsh Wren,0.19444444444444445,0.23333333333333334,0.21212121212121213,30.0
Rock Wren,0.20454545454545456,0.3,0.24324324324324326,30.0
Winter Wren,0.2,0.13333333333333333,0.16,30.0
Common Yellowthroat,0.11764705882352941,0.26666666666666666,0.16326530612244897,30.0
accuracy,0.17500862961684502,0.17500862961684502,0.17500862961684502,0.17500862961684502
macro avg,0.21295645155994591,0.17686227884284775,0.1814262212637963,5794.0
weighted avg,0.2140089552496777,0.17500862961684502,0.18107336414693403,5794.0
