,precision,recall,f1-score,support
Nashville Warbler,0.41304347826086957,0.6333333333333333,0.5,30.0
Orange crowned Warbler,0.6,0.3,0.4,30.0
Palm Warbler,0.75,0.4,0.5217391304347826,30.0
Pine Warbler,0.41025641025641024,0.5333333333333333,0.463768115942029,30.0
Prairie Warbler,0.7916666666666666,0.6333333333333333,0.7037037037037037,30.0
Prothonotary Warbler,0.7368421052631579,0.9333333333333333,0.8235294117647058,30.0
Swainson Warbler,0.5833333333333334,0.5384615384615384,0.56,26.0
Tennessee Warbler,0.3333333333333333,0.13793103448275862,0.1951219512195122,29.0
Wilson Warbler,0.5454545454545454,0.6,0.5714285714285714,30.0
Worm eating Warbler,0.7307692307692307,0.6551724137931034,0.6909090909090909,29.0
Yellow Warbler,0.6136363636363636,0.9,0.7297297297297297,30.0
Northern Waterthrush,0.4,0.3333333333333333,0.36363636363636365,30.0
Louisiana Waterthrush,0.5128205128205128,0.6666666666666666,0.5797101449275363,30.0
Bohemian Waxwing,0.7586206896551724,0.7333333333333333,0.7457627118644068,30.0
Cedar Waxwing,0.7222222222222222,0.8666666666666667,0.7878787878787878,30.0
American Three toed Woodpecker,0.8095238095238095,0.85,0.8292682926829268,20.0
Pileated Woodpecker,0.9629629629629629,0.8666666666666667,0.9122807017543859,30.0
Red bellied Woodpecker,0.9032258064516129,0.9333333333333333,0.9180327868852459,30.0
Red cockaded Woodpecker,0.9333333333333333,0.9655172413793104,0.9491525423728814,29.0
Red headed Woodpecker,0.9583333333333334,0.7666666666666667,0.8518518518518519,30.0
Downy Woodpecker,0.875,0.9333333333333333,0.9032258064516129,30.0
Bewick Wren,0.6,0.5,0.5454545454545454,30.0
Cactus Wren,1.0,0.6666666666666666,0.8,30.0
Carolina Wren,0.7272727272727273,0.8,0.7619047619047619,30.0
House Wren,0.5384615384615384,0.4666666666666667,0.5,30.0
Marsh Wren,0.5813953488372093,0.8333333333333334,0.684931506849315,30.0
Rock Wren,0.575,0.7666666666666667,0.6571428571428571,30.0
Winter Wren,0.6756756756756757,0.8333333333333334,0.746268656716418,30.0
Common Yellowthroat,0.7741935483870968,0.8,0.7868852459016393,30.0
accuracy,0.6463583016914048,0.6463583016914048,0.6463583016914048,0.6463583016914048
macro avg,0.6657681575754438,0.6494209961461599,0.6391493614713639,5794.0
weighted avg,0.6646530152679369,0.6463583016914048,0.6367902128639419,5794.0
